name,main_category,image,actual_price
Krishna's Night Jasmine Parijat Harshringar Leaf Juice - 500 ml,grocery & gourmet foods,https://m.media-amazon.com/images/I/812qtjzAUlL._AC_UL320_.jpg,250.0
ATLANTIS Kadak Cardamom Premix Tea for Vending Machine - 1kg,grocery & gourmet foods,https://m.media-amazon.com/images/I/41FUfmUlsPL._AC_UL320_.jpg,415.0
"TEACURRY Thyroid Support Tea Bags - 30 Tea Bags, 1 Month Pack (Spearmint Flavoured) - Helps with Thyroid Support (TSH T3 T...",grocery & gourmet foods,https://m.media-amazon.com/images/I/61KOxtSZ+HL._AC_UL320_.jpg,799.0
"Lavazza Espresso Colombia, 5.3x 10 Units Nespresso® Compatible Coffee Capsules",grocery & gourmet foods,https://m.media-amazon.com/images/I/61dLMtBtZjL._AC_UL320_.jpg,500.0
Niloufer Double Delight Tea Powder - Strong & Tasty (500 Gms),grocery & gourmet foods,https://m.media-amazon.com/images/I/51edu6iZx5L._AC_UL320_.jpg,275.0
Spice Drop Chai Masala Extract | Tea Masala Drops |Authentic Indian Recipe| No preservative | 5 ML (180 Drops)| 1 drop per...,grocery & gourmet foods,https://m.media-amazon.com/images/I/81h5jsEl0AL._AC_UL320_.jpg,200.0
Namhya Foods Liver cleanse Tea with Harad Milk Thistle (100g Pack of 1),grocery & gourmet foods,https://m.media-amazon.com/images/I/61WmI+jajLL._AC_UL320_.jpg,589.0
"The Tea Trove Blue Butterfly Pea Flower Tea for skin glow, weight loss and Brain Health (25 Gm) | 100% Organic | Steep as ...",grocery & gourmet foods,https://m.media-amazon.com/images/I/81ksgFxojtL._AC_UL320_.jpg,295.0
Sudar Sukku Malli Coffee Powder 500 grams | Chukku Kappi Powder | Dry Ginger Coriander Coffee Powder,grocery & gourmet foods,https://m.media-amazon.com/images/I/71kesn9K2GS._AC_UL320_.jpg,300.0
"Tata Grand Instant Coffee - 1 kg, Chicory Flavoured",grocery & gourmet foods,https://m.media-amazon.com/images/I/41ggfwjRfTL._AC_UL320_.jpg,999.0
Chaizup Instant Premix Ginger Tea | Karak Chai with Adrak & Low Sugar | Ginger Flavor | 10 Sachets | Adrak Chai | Masala G...,grocery & gourmet foods,https://m.media-amazon.com/images/I/71jvayog74L._AC_UL320_.jpg,140.0
"Mala's Fruit Mocktail Syrup Grenadine 750ml, 1 count",grocery & gourmet foods,https://m.media-amazon.com/images/I/31VKk6m74RL._AC_UL320_.jpg,299.0
Woolah Rare Assam Green Tea With Tulsi Tea - World's 1st Bagless Whole Leaf Organic Tea Dip | 15 pcs (30 Cups) | Single Or...,grocery & gourmet foods,https://m.media-amazon.com/images/I/712F2cFCIIL._AC_UL320_.jpg,450.0
Aava Naturally Alkaline Mineral Water 200ml | Origin Aravalli Hills | 100% Alkaline pH 8.0+ | Benefits of Calcium & Magnes...,grocery & gourmet foods,https://m.media-amazon.com/images/I/61rFpvlplpL._AC_UL320_.jpg,480.0
GO DESi Popz Real Aam - 10 Pieces,grocery & gourmet foods,https://m.media-amazon.com/images/I/81T4slmYEcL._AC_UL320_.jpg,50.0
"Borges Natura Rice & Hazelnut Drink | 100% Plant Based Milk, Gluten Free, Vegan Milk, Lactose Free, Dairy Free | No Added ...",grocery & gourmet foods,https://m.media-amazon.com/images/I/61Zxq1T233L._AC_UL320_.jpg,349.0
Leivsta Filter coffee 60:40-500 gm pouch,grocery & gourmet foods,https://m.media-amazon.com/images/I/71-0GR7tvwL._AC_UL320_.jpg,325.0
Tiggle Dark Hot Chocolate Mix | 10 Cups Pack | Thick and Chocolatey | Highest-Grade Cocoa Beans from Farms of Tamil Nadu |...,grocery & gourmet foods,https://m.media-amazon.com/images/I/61rcIiWYdqL._AC_UL320_.jpg,329.0
Real Health SOYA Chocolate Milk 1L (Pack of 2) | Lactose Free | Cholesterol Free | Vegan | Plant Based Beverage | Gluten F...,grocery & gourmet foods,https://m.media-amazon.com/images/I/81OJ7myH8SL._AC_UL320_.jpg,310.0
Girnar Instant Lemon Tea Pack of 2,grocery & gourmet foods,https://m.media-amazon.com/images/I/61hKUkidO+L._AC_UL320_.jpg,160.0
"So Good Soy Beverage Essential, 200 ml",grocery & gourmet foods,https://m.media-amazon.com/images/I/41ylE56Z9OL._AC_UL320_.jpg,30.0
Nutriorg Amla Juice 1000 ml | Organic Farm Produce Juice | Vitamin C Rich | Detox Juice,grocery & gourmet foods,https://m.media-amazon.com/images/I/61XMlxXgcDL._AC_UL320_.jpg,599.0
"Colombian Brew Blueberry Chocolate Mocha Instant Coffee, No Sugar Vegan, 50g",grocery & gourmet foods,https://m.media-amazon.com/images/I/81TbafkO73L._AC_UL320_.jpg,199.0
"Vimto Fruit Cordial, 710 ml",grocery & gourmet foods,https://m.media-amazon.com/images/I/71O9UfpjMiL._AC_UL320_.jpg,999.0
"Fearless Chamomile Rose Green Tea Bags 25 pcs | Stress & PCOS Relief | Promotes Deep Sleep | Real Whole Chamomile Flowers,...",grocery & gourmet foods,https://m.media-amazon.com/images/I/61ZYxLFowTL._AC_UL320_.jpg,249.0
"Nestle Milo Activ-Go, 400 g",grocery & gourmet foods,https://m.media-amazon.com/images/I/419CW7hohIL._AC_UL320_.jpg,499.0
